"any","zona","dat","via","pk","nommun","nomcom","nomdem","f_morts","f_ferits_greus","f_ferits_lleus","f_victimes","f_unitats_implicades","f_vianants_implicades","f_bicicletes_implicades","f_ciclomotors_implicades","f_motocicletes_implicades","f_veh_lleugers_implicades","f_veh_pesants_implicades","f_altres_unit_implicades","f_unit_desc_implicades","c_velocitat_via","d_acc_amb_fuga","d_boira","d_caract_entorn","d_carril_especial","d_circulacio_mesures_esp","d_climatologia","d_func_esp_via","d_gravetat","d_influit_boira","d_influit_caract_entorn","d_influit_circulacio","d_influit_estat_clima","d_influit_inten_vent","d_influit_lluminositat","d_influit_mesu_esp","d_influit_obj_calcada","d_influit_solcs_rases","d_influit_visibilitat","d_inter_seccio","d_limit_velocitat","d_lluminositat","d_regulacio_prioritat","d_sentits_via","d_subtipus_accident","d_subtipus_tram","d_subzona","d_superficie","d_tipus_via","d_titularitat_via","d_tracat_altimetric","d_vent","grupdialab","hor","gruphor","tipacc","tipdia"
"2010","Zona urbana","2010-01-25T23:33:00.000","SE","999999","CANOVES I SAMALUS","Valles Oriental","Barcelona","0","1","0","1","2","0","0","0","0","1","0","1","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Un sol sentit","Encalç","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","2333","Nit","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-10-31T01:00:00.000","N-240","999","LLEIDA","Segria","Lleida","0","1","3","4","1","0","0","0","0","1","0","0","0","40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Doble sentit","Resta sortides de via","Giratòria","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana","1","Nit","Sortida de la calcada sense especificar","dg"
"2010","Carretera","2010-05-17T15:27:00.000","N-II","7087","FORNELLS DE LA SELVA","Girones","Girona","1","0","2","3","4","0","0","0","0","2","2","0","0","80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Variant","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","Feiners","1527","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-08-21T22:30:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","2","7","9","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Semàfor","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","223","Nit","Col.lisió de vehicles en marxa","dis"
"2010","Zona urbana","2010-05-07T17:45:00.000","SE","999999","BADALONA","Barcelones","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Un sol sentit","Caiguda en la via","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","1745","Tarda","Bolcada a la calcada","div"
"2010","Carretera","2010-08-16T14:57:00.000","SE","999999","SANT CARLES DE LA RAPITA","Montsia","Tarragona","0","1","1","2","2","0","0","1","0","1","0","0","0","40","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Encalç","Intersecció en T o Y","Carretera","Sec i net","Altres","Municipal","Rampa o pendent","Calma, vent molt suau","Feiners","1457","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-01-13T20:54:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Encalç","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","2054","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-10-23T10:55:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","1","0","1","2","2","1","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","1055","Matí","Atropellament","dis"
"2010","Carretera","2010-06-19T05:30:00.000","AP-7","138","MOLLET DEL VALLES","Valles Oriental","Barcelona","0","1","2","3","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, sense llum artificial","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana","53","Nit","Col.lisió de vehicles en marxa","dis"
"2010","Carretera","2010-02-12T14:30:00.000","SE","999999","CERDANYOLA DEL VALLES","Valles Occidental","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Altres","Municipal","Pla","Calma, vent molt suau","Feiners","143","Tarda","Col.lisió de vehicles en marxa","div"
"2010","Zona urbana","2010-06-16T18:30:00.000","C-31","350","TORROELLA DE MONTGRI","Baix Emporda","Girona","0","1","1","2","3","2","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","No","No","No","No","No","Si","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Travessera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners","183","Tarda","Atropellament","dill-dij"
"2010","Zona urbana","2010-10-12T13:50:00.000","SE","999999","ODENA","Anoia","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","30","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia fosc","NA","Doble sentit","Col·lisió frontal","NA","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","Feiners","135","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-05-23T16:05:00.000","N-II","7194","GIRONA","Girones","Girona","0","1","0","1","2","0","0","0","1","1","0","0","0","80","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Variant","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana","1605","Tarda","Col.lisió de vehicles en marxa","dg"
"2010","Zona urbana","2010-12-17T09:10:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","91","Matí","Bolcada a la calcada","div"
"2010","Zona urbana","2010-10-15T13:00:00.000","SE","999999","REUS","Baix Camp","Tarragona","0","1","0","1","2","1","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","13","Matí","Atropellament","div"
"2010","Zona urbana","2010-06-20T13:02:00.000","SE","999999","OLOT","Garrotxa","Girona","0","1","1","2","3","1","0","0","1","1","0","0","0","30","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","1302","Matí","Atropellament","dg"
"2010","Zona urbana","2010-09-15T09:15:00.000","SE","999999","LLEIDA","Segria","Lleida","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","915","Matí","Atropellament","dill-dij"
"2010","Carretera","2010-07-28T08:00:00.000","B-522","61","MANLLEU","Osona","Barcelona","0","1","2","3","3","0","0","0","0","3","0","0","0","100","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Encalç","Encreuament o intersecció en X o +","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners","8","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-07-02T16:40:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","1","0","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","164","Tarda","Atropellament","div"
"2010","Carretera","2010-03-20T11:04:00.000","C-14","1628","ORGANYA","Alt Urgell","Lleida","0","3","5","8","3","0","0","0","0","3","0","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Col·lisió frontal","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","1104","Matí","Col.lisió de vehicles en marxa","dis"
"2010","Carretera","2010-08-24T15:15:00.000","GI-673","15","CALDES DE MALAVELLA","Selva","Girona","0","1","1","2","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners","1515","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-12-31T13:00:00.000","LV-3021","1","ARTESA DE SEGRE","Noguera","Lleida","0","1","0","1","1","0","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","13","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
"2010","Zona urbana","2010-10-19T11:20:00.000","SE","999999","MARTORELL","Baix Llobregat","Barcelona","0","1","1","2","2","0","0","0","0","1","1","0","0","40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Semàfor","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Travessera","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","112","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-05-28T14:50:00.000","C-17","395","TAGAMANENT","Valles Oriental","Barcelona","0","1","0","1","1","0","0","0","0","1","0","0","0","80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Pluja forta","Sense funció especial","Accident greu","No","No","No","Si","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia fosc","NA","Un sol sentit","Resta sortides de via","NA","Carretera","Mullat","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners","145","Tarda","Sortida de la calcada sense especificar","div"
"2010","Zona urbana","2010-02-08T05:51:00.000","SE","999999","TERRASSA","Valles Occidental","Barcelona","1","0","0","1","2","0","0","0","1","1","0","0","0","50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Senyal velocitat","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Doble sentit","Fregament o col·lisió lateral","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","551","Nit","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-10-31T07:47:00.000","SE","999999","MOLLET DEL VALLES","Valles Oriental","Barcelona","0","1","0","1","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","747","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","dg"
"2010","Carretera","2010-08-25T11:39:00.000","SE","999999","PRAT DE LLOBREGAT, E","Baix Llobregat","Barcelona","0","1","0","1","2","1","0","0","0","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Carretera","Sec i net","Altres","NA","NA","Calma, vent molt suau","Feiners","1139","Matí","Atropellament","dill-dij"
"2010","Zona urbana","2010-06-23T20:25:00.000","SE","999999","FULIOLA, LA","Urgell","Lleida","1","0","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident mortal","No","No","No","No","No","Si","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Travessera","Sec i net","Via urbana( inclou carrer i carrer residencial)","Autonòmica","Pla","Calma, vent molt suau","Feiners","2025","Tarda","Atropellament","dill-dij"
"2010","Zona urbana","2010-01-24T15:30:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","153","Tarda","Atropellament","dg"
"2010","Zona urbana","2010-04-03T22:30:00.000","SE","999999","MANRESA","Bages","Barcelona","0","1","1","2","2","1","0","1","0","0","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Un sol sentit","Atropellament","NA","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","223","Nit","Atropellament","dis"
"2010","Zona urbana","2010-02-12T17:45:00.000","SE","999999","ROQUETES","Baix Ebre","Tarragona","0","1","0","1","1","0","0","0","0","0","1","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Si","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","CapDeSetmana","1745","Tarda","Bolcada a la calcada","div"
"2010","Zona urbana","2010-09-14T20:41:00.000","TP-7225","81","MORELL, EL","Tarragones","Tarragona","0","1","0","1","3","0","0","1","0","2","0","0","0","50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","No","Si","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, il·luminació artificial suficient","NA","Doble sentit","Envestida (frontal lateral)","NA","Travessera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","2041","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-02-25T12:20:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","122","Matí","Atropellament","dill-dij"
"2010","Carretera","2010-07-20T09:50:00.000","AL","33","BARCELONA","Barcelones","Barcelona","0","2","0","2","2","0","0","1","1","0","0","0","0","30","No","No n'hi ha","Sense Especificar","Carril habilitat en sentit contrari habitual","Obres","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","Si","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Provincial","Sense especificar","Calma, vent molt suau","Feiners","95","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-07-02T19:46:00.000","C-1415B","84","LLICA D'AMUNT","Valles Oriental","Barcelona","0","1","1","2","2","0","0","0","0","1","1","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","1946","Tarda","Col.lisió de vehicles en marxa","div"
"2010","Zona urbana","2010-10-11T06:50:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","2","2","4","6","0","0","1","4","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","Si","No","No","En secció","Genérica via","Alba o capvespre","NA","Un sol sentit","Caiguda en la via","NA","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","65","Matí","Bolcada a la calcada","dill-dij"
"2010","Carretera","2010-01-03T18:58:00.000","C-55","107","COLLBATO","Baix Llobregat","Barcelona","1","1","1","3","4","0","0","0","0","4","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Mullat","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","1858","Tarda","Col.lisió de vehicles en marxa","dg"
"2010","Zona urbana","2010-04-14T13:48:00.000","SE","999999","TERRASSA","Valles Occidental","Barcelona","0","1","0","1","2","1","0","0","0","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","1348","Matí","Atropellament","dill-dij"
"2010","Zona urbana","2010-10-24T18:20:00.000","SE","999999","GIRONA","Girones","Girona","0","1","0","1","3","0","0","0","1","2","0","0","0","100","No","No n'hi ha","A nivell","Habilitació voral/carril addicional","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","182","Tarda","Col.lisió de vehicles en marxa","dg"
"2010","Carretera","2010-08-04T07:10:00.000","BP-2121","82","SANT MARTI SARROCA","Alt Penedes","Barcelona","0","2","0","2","1","0","0","0","1","0","0","0","0","70","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","Si","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","71","Matí","Sortida de la calcada sense especificar","dill-dij"
"2010","Zona urbana","2010-07-14T17:55:00.000","SE","999999","ALELLA","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","1755","Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
"2010","Zona urbana","2010-09-24T15:15:00.000","SE","999999","CORNELLA DE LLOBREGAT","Baix Llobregat","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","30","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","1515","Tarda","Col.lisió de vehicles en marxa","div"
"2010","Carretera","2010-10-23T10:45:00.000","C-31","1374","CALAFELL","Baix Penedes","Tarragona","0","1","1","2","2","0","0","0","0","1","1","0","0","100","No","No n'hi ha","Mixt","Carril lent","No n'hi ha","Bon temps","Ronda, cinturo o circumval.lacio","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Fregament o col·lisió lateral","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","1045","Matí","Col.lisió de vehicles en marxa","dis"
"2010","Zona urbana","2010-12-10T15:35:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","2","0","0","0","1","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","1535","Tarda","Col.lisió de vehicles en marxa","div"
"2010","Carretera","2010-07-20T11:42:00.000","N-II","6619","SANT POL DE MAR","Maresme","Barcelona","1","0","1","2","2","0","0","0","1","1","0","0","0","90","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","1142","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-07-10T04:00:00.000","SE","999999","TORROELLA DE FLUVIA","Alt Emporda","Girona","1","0","0","1","1","0","0","0","1","0","0","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","Si","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De nit, sense llum artificial","Senyal Stop o cedeix pas","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","Intersecció en T o Y","Carretera","Sec i net","Altres","Altres","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","4","Nit","Col.lisió d'un vehicle contra un obstacle de la calcada","dis"
"2010","Zona urbana","2010-06-08T10:55:00.000","SE","999999","VIDRERES","Selva","Girona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Atropellament","Intersecció en T o Y","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","1055","Matí","Atropellament","dill-dij"
