"any","zona","dat","via","pk","nommun","nomcom","nomdem","f_morts","f_ferits_greus","f_ferits_lleus","f_victimes","f_unitats_implicades","f_vianants_implicades","f_bicicletes_implicades","f_ciclomotors_implicades","f_motocicletes_implicades","f_veh_lleugers_implicades","f_veh_pesants_implicades","f_altres_unit_implicades","f_unit_desc_implicades","c_velocitat_via","d_acc_amb_fuga","d_boira","d_caract_entorn","d_carril_especial","d_circulacio_mesures_esp","d_climatologia","d_func_esp_via","d_gravetat","d_influit_boira","d_influit_caract_entorn","d_influit_circulacio","d_influit_estat_clima","d_influit_inten_vent","d_influit_lluminositat","d_influit_mesu_esp","d_influit_obj_calcada","d_influit_solcs_rases","d_influit_visibilitat","d_inter_seccio","d_limit_velocitat","d_lluminositat","d_regulacio_prioritat","d_sentits_via","d_subtipus_accident","d_subtipus_tram","d_subzona","d_superficie","d_tipus_via","d_titularitat_via","d_tracat_altimetric","d_vent","grupdialab","hor","gruphor","tipacc","tipdia"
"2010","Carretera","2010-10-01T16:00:00.000","SE","999999","ALBINYANA","Baix Penedes","Tarragona","0","1","0","1","1","0","0","0","0","0","1","0","0","50","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Altres","Municipal","Canvi rasant","Calma, vent molt suau","CapDeSetmana","16","Tarda","Sortida de la calcada sense especificar","div"
"2010","Zona urbana","2010-07-31T19:51:00.000","SE","999999","GRANOLLERS","Valles Oriental","Barcelona","1","0","1","2","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Travessera","Sec i net","Altres","Municipal","Pla","Calma, vent molt suau","CapDeSetmana","1951","Tarda","Sortida de la calcada sense especificar","dis"
"2010","Zona urbana","2010-01-19T19:30:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","2","1","0","0","0","0","1","0","0","100","No","No n'hi ha","Sense Especificar","Carril bus","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Atropellament","NA","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","193","Tarda","Atropellament","dill-dij"
"2010","Carretera","2010-01-16T05:46:00.000","N-II","7605","LLERS","Alt Emporda","Girona","1","0","1","2","2","0","0","0","0","2","0","0","0","60","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, il·luminació artificial suficient","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Estatal","Canvi rasant","Calma, vent molt suau","CapDeSetmana","546","Nit","Col.lisió de vehicles en marxa","dis"
"2010","Zona urbana","2010-01-30T11:50:00.000","SE","999999","REUS","Baix Camp","Tarragona","0","1","0","1","2","0","1","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Encalç","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","115","Matí","Col.lisió de vehicles en marxa","dis"
"2010","Carretera","2010-07-23T08:45:00.000","BV-5303","98","SEVA","Osona","Barcelona","0","2","1","3","2","0","0","0","0","2","0","0","0","70","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Mullat","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners","845","Matí","Col.lisió de vehicles en marxa","div"
"2010","Carretera","2010-03-18T14:50:00.000","SE","999999","MASNOU, EL","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Carretera","Sec i net","Altres","Estatal","Pla","Calma, vent molt suau","Feiners","145","Tarda","Atropellament","dill-dij"
"2010","Carretera","2010-11-02T07:45:00.000","SE","999999","RUBI","Valles Occidental","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Altres","Municipal","Pla","Calma, vent molt suau","Feiners","745","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-01-24T17:15:00.000","C-32","437","CASTELLDEFELS","Baix Llobregat","Barcelona","0","1","0","1","2","0","0","0","2","0","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Un sol sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","1715","Tarda","Col.lisió de vehicles en marxa","dg"
"2010","Carretera","2010-08-21T18:15:00.000","C-12","261","ALDOVER","Baix Ebre","Tarragona","0","1","13","14","3","0","0","0","0","3","0","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","1815","Tarda","Col.lisió de vehicles en marxa","dis"
"2010","Zona urbana","2010-01-16T17:00:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","1","2","2","0","0","1","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Semàfor","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","17","Tarda","Col.lisió de vehicles en marxa","dis"
"2010","Carretera","2010-02-10T19:10:00.000","B-10","23","SANT ADRIA DE BESOS","Barcelones","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","80","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Ronda, cinturo o circumval.lacio","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Un sol sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","191","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-10-29T08:45:00.000","SE","999999","MOLLERUSSA","Pla d'Urgell","Lleida","1","0","0","1","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Altres","Municipal","Pla","Calma, vent molt suau","Feiners","845","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
"2010","Zona urbana","2010-07-06T13:56:00.000","SE","999999","OLOT","Garrotxa","Girona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Provincial","Pla","Calma, vent molt suau","Feiners","1356","Matí","Atropellament","dill-dij"
"2010","Carretera","2010-02-09T10:45:00.000","N-340","10984","AMPOLLA, L'","Baix Ebre","Tarragona","0","1","0","1","2","0","0","0","0","1","0","1","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","Feiners","1045","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-04-20T08:15:00.000","SE","999999","MANRESA","Bages","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","815","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-01-04T18:18:00.000","SE","999999","OLOT","Garrotxa","Girona","0","1","0","1","2","0","0","1","0","1","0","0","0","100","No","No n'hi ha","A nivell","Carril central","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Enllaç d'entrada o eixida","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","1818","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-09-25T11:01:00.000","C-25","88","OLUGES, LES","Segarra","Lleida","1","0","2","3","1","0","0","0","0","0","1","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","Si","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","1101","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","dis"
"2010","Carretera","2010-07-18T12:00:00.000","TP-2442","21","SANT JAUME DELS DOMENYS","Baix Penedes","Tarragona","0","1","0","1","1","0","0","0","1","0","0","0","0","100","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","12","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","dg"
"2010","Zona urbana","2010-06-03T16:21:00.000","SE","999999","SABADELL","Valles Occidental","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Col·lisió frontal","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","1621","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-07-18T18:04:00.000","N-240","104","ALPICAT","Segria","Lleida","0","2","0","2","1","0","0","0","1","0","0","0","0","40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","Giratòria","Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","1804","Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","dg"
"2010","Carretera","2010-01-07T15:15:00.000","A-7","3332","FREGINALS","Montsia","Tarragona","1","0","2","3","2","0","0","0","0","1","1","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","Si","No","No","No","No","No","No","En secció","Genérica via","De dia, dia fosc","NA","Un sol sentit","Encalç","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","1515","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-04-23T17:45:00.000","SE","999999","SABADELL","Valles Occidental","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Carretera","Sec i net","Altres","NA","NA","Calma, vent molt suau","CapDeSetmana","1745","Tarda","Atropellament","div"
"2010","Zona urbana","2010-05-08T08:20:00.000","SE","999999","HOSPITALET DE LLOBREGAT","Barcelones","Barcelona","1","0","0","1","2","0","0","0","1","1","0","0","0","20","Sense Especificar","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","82","Matí","Col.lisió de vehicles en marxa","dis"
"2010","Carretera","2010-07-25T00:40:00.000","C-61","26","ARENYS DE MUNT","Maresme","Barcelona","1","1","0","2","2","0","0","1","0","1","0","0","0","100","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial insuficient","NA","Doble sentit","Encalç","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","4","Nit","Col.lisió de vehicles en marxa","dg"
"2010","Carretera","2010-07-08T11:15:00.000","SE","999999","CANOVELLES","Valles Oriental","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","100","No","No n'hi ha","A nivell","Carril bici","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Altres","Municipal","Pla","Calma, vent molt suau","Feiners","1115","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-05-18T11:22:00.000","SE","999999","OLOT","Garrotxa","Girona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","Semàfor","Doble sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","1122","Matí","Atropellament","dill-dij"
"2010","Carretera","2010-03-29T12:57:00.000","GI-632","4","TALLADA D'EMPORDA, LA","Baix Emporda","Girona","2","0","1","3","2","0","0","0","0","1","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","NA","NA","Calma, vent molt suau","Feiners","1257","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-01-06T17:25:00.000","SE","999999","RODA DE TER","Osona","Barcelona","0","1","1","2","2","0","0","1","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia fosc","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","1725","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-11-11T00:20:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Semàfor","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","2","Nit","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-05-15T12:25:00.000","SE","999999","SANT QUIRZE DEL VALLES","Valles Occidental","Barcelona","0","1","3","4","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Carretera","Sec i net","Altres","Municipal","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","1225","Matí","Col.lisió de vehicles en marxa","dis"
"2010","Carretera","2010-03-01T08:16:00.000","C-58","15","MONTCADA I REIXAC","Valles Occidental","Barcelona","0","1","0","1","3","0","0","0","1","1","1","0","0","80","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","Si","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners","816","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-01-16T12:10:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","121","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","dis"
"2010","Zona urbana","2010-03-01T20:40:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Semàfor","Doble sentit","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","204","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-09-07T07:41:00.000","C-65","13","SANTA CRISTINA D'ARO","Baix Emporda","Girona","1","0","0","1","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","Si","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, sense llum artificial","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Vent moderat","Feiners","741","Matí","Sortida de la calcada sense especificar","dill-dij"
"2010","Zona urbana","2010-03-10T11:42:00.000","SE","999999","BLANES","Selva","Girona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Sense especificar","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","1142","Matí","Atropellament","dill-dij"
"2010","Zona urbana","2010-01-19T14:15:00.000","SE","999999","SABADELL","Valles Occidental","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","1415","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-09-16T19:53:00.000","SE","999999","BLANES","Selva","Girona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","1953","Tarda","Atropellament","dill-dij"
"2010","Zona urbana","2010-06-19T17:10:00.000","SE","999999","BARCELONA","Barcelones","Barcelona","0","2","0","2","2","0","0","0","1","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","171","Tarda","Col.lisió de vehicles en marxa","dis"
"2010","Zona urbana","2010-05-24T10:38:00.000","N-141c","176","CALDERS","Moianès","Barcelona","0","1","3","4","2","0","0","0","0","2","0","0","0","50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Travessera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","1038","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-08-30T03:20:00.000","C-66","38","FORALLAC","Baix Emporda","Girona","0","1","0","1","4","0","0","1","0","2","1","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","Si","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners","32","Nit","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-04-26T17:35:00.000","BV-5001","87","MONTCADA I REIXAC","Valles Occidental","Barcelona","0","1","2","3","4","0","0","0","1","3","0","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","1735","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","2010-08-04T19:00:00.000","N-340","10778","AMPOSTA","Montsia","Tarragona","1","0","0","1","2","0","1","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","19","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-05-16T03:50:00.000","SE","999999","SALOU","Tarragones","Tarragona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","35","Nit","Atropellament","dg"
"2010","Zona urbana","2010-01-08T08:45:00.000","SE","999999","BLANES","Selva","Girona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","No","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia fosc","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Vent moderat","Feiners","845","Matí","Atropellament","div"
"2010","Zona urbana","2010-07-08T18:50:00.000","SE","999999","CASTELLAR DEL VALLES","Valles Occidental","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","185","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","2010-06-01T17:44:00.000","SE","999999","GRANOLLERS","Valles Oriental","Barcelona","0","1","0","1","3","0","0","0","1","2","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","1744","Tarda","Col.lisió de vehicles en marxa","dill-dij"
